1493736364910,28486,28479,NaN,NaN,NaN,1.53
1493736364932,28486,28459,NaN,NaN,NaN,5.923
1493736364954,28486,28435,NaN,NaN,NaN,4.106
1493736364976,28486,28457,NaN,NaN,NaN,7.362
1493736365008,28486,28459,NaN,NaN,NaN,5.886
1493736365030,28486,28435,NaN,NaN,NaN,4.106
1493736365052,28486,28457,NaN,NaN,NaN,7.381
1493736365074,28486,28479,NaN,NaN,NaN,1.484
1493736365096,28486,28459,NaN,NaN,NaN,5.89
1493736365118,28486,28435,NaN,NaN,NaN,4.101
1493736365140,28486,28457,NaN,NaN,NaN,7.352
1493736365162,28486,28479,NaN,NaN,NaN,1.53
1493736365184,28486,28459,NaN,NaN,NaN,5.853
1493736365206,28486,28435,NaN,NaN,NaN,4.101
1493736365228,28486,28457,NaN,NaN,NaN,7.362
1493736365250,28486,28479,NaN,NaN,NaN,1.507
1493736365272,28486,28459,NaN,NaN,NaN,5.89
1493736365294,28486,28435,NaN,NaN,NaN,4.082
1493736365316,28486,28457,NaN,NaN,NaN,7.324
1493736365338,28486,28479,NaN,NaN,NaN,1.535
1493736365360,28486,28459,NaN,NaN,NaN,5.872
1493736365382,28486,28435,NaN,NaN,NaN,4.115
1493736365404,28486,28457,NaN,NaN,NaN,7.352
1493736365426,28486,28479,NaN,NaN,NaN,1.563
1493736365448,28486,28459,NaN,NaN,NaN,5.895
1493736365470,28486,28435,NaN,NaN,NaN,4.101
1493736365492,28486,28457,NaN,NaN,NaN,7.357
1493736365514,28486,28479,NaN,NaN,NaN,1.512
1493736365536,28486,28459,NaN,NaN,NaN,5.876
1493736365558,28486,28435,NaN,NaN,NaN,4.078
1493736365580,28486,28457,NaN,NaN,NaN,7.399
1493736365602,28486,28479,NaN,NaN,NaN,1.521
1493736365624,28486,28459,NaN,NaN,NaN,5.89
1493736365646,28486,28435,NaN,NaN,NaN,4.087
1493736365668,28486,28457,NaN,NaN,NaN,7.362
1493736365690,28486,28479,NaN,NaN,NaN,1.526
1493736365712,28486,28459,NaN,NaN,NaN,5.904
1493736365734,28486,28435,NaN,NaN,NaN,4.11
1493736365755,28486,28457,NaN,NaN,NaN,7.334
1493736365777,28486,28479,NaN,NaN,NaN,1.493
1493736365799,28486,28459,NaN,NaN,NaN,5.876
1493736365821,28486,28435,NaN,NaN,NaN,4.078
1493736365843,28486,28457,NaN,NaN,NaN,7.362
1493736365865,28486,28479,NaN,NaN,NaN,1.526
1493736365887,28486,28459,NaN,NaN,NaN,5.876
1493736365909,28486,28435,NaN,NaN,NaN,4.11
1493736365931,28486,28457,NaN,NaN,NaN,7.371
1493736365953,28486,28479,NaN,NaN,NaN,1.498
1493736365975,28486,28459,NaN,NaN,NaN,5.843
1493736365997,28486,28435,NaN,NaN,NaN,4.101
1493736366019,28486,28457,NaN,NaN,NaN,7.404
1493736366041,28486,28479,NaN,NaN,NaN,1.512
1493736366063,28486,28459,NaN,NaN,NaN,5.895
1493736366085,28486,28435,NaN,NaN,NaN,4.101
1493736366107,28486,28457,NaN,NaN,NaN,7.329
1493736366129,28486,28479,NaN,NaN,NaN,1.502
1493736366151,28486,28459,NaN,NaN,NaN,5.862
1493736366173,28486,28435,NaN,NaN,NaN,4.106
1493736366195,28486,28457,NaN,NaN,NaN,7.395
1493736366217,28486,28479,NaN,NaN,NaN,1.465
1493736366239,28486,28459,NaN,NaN,NaN,5.881
1493736366261,28486,28435,NaN,NaN,NaN,4.11
1493736366283,28486,28457,NaN,NaN,NaN,7.362
1493736366305,28486,28479,NaN,NaN,NaN,1.507
1493736366327,28486,28459,NaN,NaN,NaN,5.848
1493736366349,28486,28435,NaN,NaN,NaN,4.11
1493736366371,28486,28457,NaN,NaN,NaN,7.395
1493736366393,28486,28479,NaN,NaN,NaN,1.465
1493736366415,28486,28459,NaN,NaN,NaN,5.853
1493736366437,28486,28435,NaN,NaN,NaN,4.101
1493736366459,28486,28457,NaN,NaN,NaN,7.329
1493736366481,28486,28479,NaN,NaN,NaN,1.512
1493736366502,28486,28459,NaN,NaN,NaN,5.895
1493736366524,28486,28435,NaN,NaN,NaN,4.101
1493736366546,28486,28457,NaN,NaN,NaN,7.348
1493736366568,28486,28479,NaN,NaN,NaN,1.484
1493736366590,28486,28459,NaN,NaN,NaN,5.872
1493736366612,28486,28435,NaN,NaN,NaN,4.115
1493736366634,28486,28457,NaN,NaN,NaN,7.395
1493736366656,28486,28479,NaN,NaN,NaN,1.512
1493736366678,28486,28459,NaN,NaN,NaN,5.881
1493736366700,28486,28435,NaN,NaN,NaN,4.096
1493736366722,28486,28457,NaN,NaN,NaN,7.381
1493736366744,28486,28479,NaN,NaN,NaN,1.526
1493736366766,28486,28459,NaN,NaN,NaN,5.867
1493736366788,28486,28435,NaN,NaN,NaN,4.11
1493736366810,28486,28457,NaN,NaN,NaN,7.329
1493736366832,28486,28479,NaN,NaN,NaN,1.554
1493736366854,28486,28459,NaN,NaN,NaN,5.867
1493736366876,28486,28435,NaN,NaN,NaN,4.082
1493736366898,28486,28457,NaN,NaN,NaN,7.324
1493736366920,28486,28479,NaN,NaN,NaN,1.559
1493736366942,28486,28459,NaN,NaN,NaN,5.862
1493736366964,28486,28435,NaN,NaN,NaN,4.139
1493736366986,28486,28457,NaN,NaN,NaN,7.352
1493736367008,28486,28479,NaN,NaN,NaN,1.502
1493736367030,28486,28459,NaN,NaN,NaN,5.881
1493736367052,28486,28435,NaN,NaN,NaN,4.129
1493736367074,28486,28457,NaN,NaN,NaN,7.31
1493736367096,28486,28479,NaN,NaN,NaN,1.502
1493736367118,28486,28459,NaN,NaN,NaN,5.89
1493736367140,28486,28435,NaN,NaN,NaN,4.082
1493736367162,28486,28457,NaN,NaN,NaN,7.362
1493736367184,28486,28479,NaN,NaN,NaN,1.512
1493736367206,28486,28459,NaN,NaN,NaN,5.858
1493736367227,28486,28435,NaN,NaN,NaN,4.115
1493736367249,28486,28457,NaN,NaN,NaN,7.348
1493736367271,28486,28479,NaN,NaN,NaN,1.521
1493736367293,28486,28459,NaN,NaN,NaN,5.89
1493736367315,28486,28435,NaN,NaN,NaN,4.059
1493736367337,28486,28457,NaN,NaN,NaN,7.371
1493736367359,28486,28479,NaN,NaN,NaN,1.526
1493736367381,28486,28459,NaN,NaN,NaN,5.881
1493736367403,28486,28435,NaN,NaN,NaN,4.125
1493736367425,28486,28457,NaN,NaN,NaN,7.352
1493736367447,28486,28479,NaN,NaN,NaN,1.502
1493736367469,28486,28459,NaN,NaN,NaN,5.895
1493736367491,28486,28435,NaN,NaN,NaN,4.106
1493736367513,28486,28457,NaN,NaN,NaN,7.357
1493736367535,28486,28479,NaN,NaN,NaN,1.516
1493736367557,28486,28459,NaN,NaN,NaN,5.881
1493736367579,28486,28435,NaN,NaN,NaN,4.106
1493736367601,28486,28457,NaN,NaN,NaN,7.395
1493736367623,28486,28479,NaN,NaN,NaN,1.54
1493736367645,28486,28459,NaN,NaN,NaN,5.876
1493736367667,28486,28435,NaN,NaN,NaN,4.087
1493736367689,28486,28457,NaN,NaN,NaN,7.357
1493736367711,28486,28479,NaN,NaN,NaN,1.535
1493736367733,28486,28459,NaN,NaN,NaN,5.909
1493736367755,28486,28435,NaN,NaN,NaN,4.129
1493736367777,28486,28457,NaN,NaN,NaN,7.385
1493736367799,28486,28479,NaN,NaN,NaN,1.479
1493736367821,28486,28459,NaN,NaN,NaN,5.876
1493736367843,28486,28435,NaN,NaN,NaN,4.129
1493736367865,28486,28457,NaN,NaN,NaN,7.348
1493736367887,28486,28479,NaN,NaN,NaN,1.493
1493736367909,28486,28459,NaN,NaN,NaN,5.872
1493736367931,28486,28435,NaN,NaN,NaN,4.12
1493736367952,28486,28457,NaN,NaN,NaN,7.395
1493736367974,28486,28479,NaN,NaN,NaN,1.554
1493736367996,28486,28459,NaN,NaN,NaN,5.848
1493736368018,28486,28435,NaN,NaN,NaN,4.115
1493736368040,28486,28457,NaN,NaN,NaN,7.367
1493736368062,28486,28479,NaN,NaN,NaN,1.502
1493736368084,28486,28459,NaN,NaN,NaN,5.9
1493736368106,28486,28435,NaN,NaN,NaN,4.115
1493736368128,28486,28457,NaN,NaN,NaN,7.343
1493736368150,28486,28479,NaN,NaN,NaN,1.53
1493736368172,28486,28459,NaN,NaN,NaN,5.881
1493736368194,28486,28435,NaN,NaN,NaN,4.115
1493736368216,28486,28457,NaN,NaN,NaN,7.395
1493736368238,28486,28479,NaN,NaN,NaN,1.498
1493736368260,28486,28459,NaN,NaN,NaN,5.886
1493736368282,28486,28435,NaN,NaN,NaN,4.139
1493736368304,28486,28457,NaN,NaN,NaN,7.334
1493736368326,28486,28479,NaN,NaN,NaN,1.512
1493736368348,28486,28459,NaN,NaN,NaN,5.881
1493736368370,28486,28435,NaN,NaN,NaN,4.096
