28479,6.8,6.865,1.96
28435,2.28,9.605,2.01
28459,0,6.625,2.48
28457,3.97,0.005,2.06
0,0,7.2242,2.5928
1,0,4.8162,2.3428
2,0,2.4072,2.6488
3,3.2152,0,2.1918
4,6.1492,0,1.6138
5,6.802,3.2192,2.3428
6,6.802,4.8962,2.2478
7,7.046,7.7282,2.1898
