1493735776788,28486,28479,NaN,NaN,NaN,4.696
1493735776810,28486,28459,NaN,NaN,NaN,4.167
1493735776832,28486,28435,NaN,NaN,NaN,5.82
1493735776854,28486,28457,NaN,NaN,NaN,3.764
1493735776876,28486,28479,NaN,NaN,NaN,4.696
1493735776898,28486,28459,NaN,NaN,NaN,4.2
1493735776920,28486,28435,NaN,NaN,NaN,5.787
1493735776942,28486,28457,NaN,NaN,NaN,3.759
1493735776964,28486,28479,NaN,NaN,NaN,4.724
1493735776986,28486,28459,NaN,NaN,NaN,4.167
1493735777008,28486,28435,NaN,NaN,NaN,5.792
1493735777030,28486,28457,NaN,NaN,NaN,3.783
1493735777052,28486,28479,NaN,NaN,NaN,4.714
1493735777074,28486,28459,NaN,NaN,NaN,4.162
1493735777096,28486,28435,NaN,NaN,NaN,5.778
1493735777118,28486,28457,NaN,NaN,NaN,3.764
1493735777140,28486,28479,NaN,NaN,NaN,4.681
1493735777162,28486,28459,NaN,NaN,NaN,4.176
1493735777183,28486,28435,NaN,NaN,NaN,5.792
1493735777205,28486,28457,NaN,NaN,NaN,3.741
1493735777227,28486,28479,NaN,NaN,NaN,4.714
1493735777249,28486,28459,NaN,NaN,NaN,4.153
1493735777271,28486,28435,NaN,NaN,NaN,5.778
1493735777293,28486,28457,NaN,NaN,NaN,3.75
1493735777315,28486,28479,NaN,NaN,NaN,4.71
1493735777337,28486,28459,NaN,NaN,NaN,4.204
1493735777359,28486,28435,NaN,NaN,NaN,5.806
1493735777381,28486,28457,NaN,NaN,NaN,3.783
1493735777403,28486,28479,NaN,NaN,NaN,4.672
1493735777425,28486,28459,NaN,NaN,NaN,4.171
1493735777447,28486,28435,NaN,NaN,NaN,5.759
1493735777469,28486,28457,NaN,NaN,NaN,3.75
1493735777491,28486,28479,NaN,NaN,NaN,4.71
1493735777513,28486,28459,NaN,NaN,NaN,4.167
1493735777535,28486,28435,NaN,NaN,NaN,5.778
1493735777557,28486,28457,NaN,NaN,NaN,3.778
1493735777579,28486,28479,NaN,NaN,NaN,4.705
1493735777601,28486,28459,NaN,NaN,NaN,4.176
1493735777623,28486,28435,NaN,NaN,NaN,5.782
1493735777645,28486,28457,NaN,NaN,NaN,3.759
1493735777667,28486,28479,NaN,NaN,NaN,4.719
1493735777689,28486,28459,NaN,NaN,NaN,4.148
1493735777711,28486,28435,NaN,NaN,NaN,5.778
1493735777733,28486,28457,NaN,NaN,NaN,3.759
1493735777755,28486,28479,NaN,NaN,NaN,4.691
1493735777777,28486,28459,NaN,NaN,NaN,4.162
1493735777799,28486,28435,NaN,NaN,NaN,5.745
1493735777821,28486,28457,NaN,NaN,NaN,3.778
1493735777843,28486,28479,NaN,NaN,NaN,4.653
1493735777865,28486,28459,NaN,NaN,NaN,4.162
1493735777886,28486,28435,NaN,NaN,NaN,5.787
1493735777908,28486,28457,NaN,NaN,NaN,3.773
1493735777930,28486,28479,NaN,NaN,NaN,4.724
1493735777952,28486,28459,NaN,NaN,NaN,4.176
1493735777974,28486,28435,NaN,NaN,NaN,5.782
1493735777996,28486,28457,NaN,NaN,NaN,3.773
1493735778018,28486,28479,NaN,NaN,NaN,4.681
1493735778040,28486,28459,NaN,NaN,NaN,4.148
1493735778062,28486,28435,NaN,NaN,NaN,5.792
1493735778084,28486,28457,NaN,NaN,NaN,3.773
1493735778106,28486,28479,NaN,NaN,NaN,4.686
1493735778128,28486,28459,NaN,NaN,NaN,4.157
1493735778150,28486,28435,NaN,NaN,NaN,5.801
1493735778172,28486,28457,NaN,NaN,NaN,3.773
1493735778194,28486,28479,NaN,NaN,NaN,4.663
1493735778216,28486,28459,NaN,NaN,NaN,4.176
1493735778238,28486,28435,NaN,NaN,NaN,5.778
1493735778260,28486,28457,NaN,NaN,NaN,3.755
1493735778282,28486,28479,NaN,NaN,NaN,4.691
1493735778304,28486,28459,NaN,NaN,NaN,4.186
1493735778326,28486,28435,NaN,NaN,NaN,5.782
1493735778348,28486,28457,NaN,NaN,NaN,3.773
1493735778370,28486,28479,NaN,NaN,NaN,4.733
1493735778392,28486,28459,NaN,NaN,NaN,4.157
1493735778414,28486,28435,NaN,NaN,NaN,5.787
1493735778436,28486,28457,NaN,NaN,NaN,3.783
1493735778458,28486,28479,NaN,NaN,NaN,4.667
1493735778480,28486,28459,NaN,NaN,NaN,4.167
1493735778502,28486,28435,NaN,NaN,NaN,5.768
1493735778524,28486,28457,NaN,NaN,NaN,3.755
1493735778546,28486,28479,NaN,NaN,NaN,4.672
1493735778568,28486,28459,NaN,NaN,NaN,4.157
1493735778590,28486,28435,NaN,NaN,NaN,5.787
1493735778612,28486,28457,NaN,NaN,NaN,3.759
1493735778633,28486,28479,NaN,NaN,NaN,4.672
1493735778655,28486,28459,NaN,NaN,NaN,4.176
1493735778677,28486,28435,NaN,NaN,NaN,5.759
1493735778699,28486,28457,NaN,NaN,NaN,3.759
1493735778721,28486,28479,NaN,NaN,NaN,4.714
1493735778743,28486,28459,NaN,NaN,NaN,4.19
1493735778765,28486,28435,NaN,NaN,NaN,5.782
1493735778787,28486,28457,NaN,NaN,NaN,3.769
1493735778809,28486,28479,NaN,NaN,NaN,4.705
1493735778831,28486,28459,NaN,NaN,NaN,4.2
1493735778853,28486,28435,NaN,NaN,NaN,5.782
1493735778875,28486,28457,NaN,NaN,NaN,3.75
1493735778897,28486,28479,NaN,NaN,NaN,4.696
1493735778919,28486,28459,NaN,NaN,NaN,4.162
1493735778941,28486,28435,NaN,NaN,NaN,5.787
1493735778968,28486,28457,NaN,NaN,NaN,3.745
1493735778990,28486,28479,NaN,NaN,NaN,4.691
1493735779012,28486,28459,NaN,NaN,NaN,4.148
